,x_value,x_is_imputed,x_is_one_datapoint,x_is_significant,x_is_infinite,y_value,y_is_imputed,y_is_one_datapoint,y_is_significant,y_is_infinite,z_value,z_is_imputed,z_is_one_datapoint,z_is_significant,z_is_infinite,used_for_normalisation,marcs_feature_classification,x_is_in_bounds,y_is_in_bounds,any_one_datapoint,any_imputed,any_infinite,any_oob,is_outlier,to_label,colour,textcolour,z_order,alpha,edgecolour,linewidth,markersize,marker,rasterized,x_coord,y_coord
IGF2BP1,1.0482906937478162,False,False,True,False,0.5575029780297598,False,False,False,False,0.4907877157180564,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.0482906937478162,0.5575029780297598
IGF2BP2,1.705867147966103,False,False,True,False,1.1177514896571203,False,False,True,False,0.5881156583089826,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.705867147966103,1.1177514896571203
IGF2BP3,1.2824724301488892,False,False,True,False,0.6232261382745286,False,False,False,False,0.6592462918743607,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2824724301488892,0.6232261382745286
IGHA1,-0.1619537537931847,False,False,False,False,-0.4390365623240342,False,False,False,False,0.2770828085308494,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.1619537537931847,-0.4390365623240342
IGHG1,7.9583214320342,False,False,True,False,9.45735525940313,False,False,True,False,-1.4990338273689296,False,False,True,False,False,,False,False,False,False,False,True,,True,#bdbdbd,black,3,0.8,#525252,0.35,8,diag-up-right,False,5.913588910087038,5.938101618452128
IGKV2D-24,-1.442897451954348,False,False,True,False,-2.2587465695976583,False,False,True,False,0.8158491176433103,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-1.442897451954348,-2.2587465695976583
IGLV3-10,1.87169043598,False,False,True,False,-0.1112606315994284,False,False,False,False,1.982951067579428,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.87169043598,-0.1112606315994284
IKBIP,2.0253258644079537,False,False,False,False,1.378503139473672,False,False,False,False,0.6468227249342817,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.0253258644079537,1.378503139473672
ILF2,1.996849697688127,False,False,True,False,1.2792971333134169,False,False,True,False,0.71755256437471,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.996849697688127,1.2792971333134169
ILF3,1.433123558590065,False,False,True,False,0.8704160801012364,False,False,True,False,0.5627074784888286,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.433123558590065,0.8704160801012364
ILK,0.5747661893852474,False,False,False,False,1.3638895539765097,False,True,False,False,-0.7891233645912621,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.5747661893852474,1.3638895539765097
ING1,3.187413753866579,False,False,True,False,-inf,True,False,False,True,inf,True,False,False,True,False,Neither,True,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,3.187413753866579,-3.1125
IPO5,1.2748904893775368,False,False,False,False,1.2206490400447514,False,True,False,False,0.0542414493327854,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.2748904893775368,1.2206490400447514
IPO7,1.4583128135645609,True,False,False,False,0.9197317469312196,True,True,False,False,0.5385810666333377,False,True,False,False,False,,True,True,True,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.4583128135645609,0.9197317469312196
IQGAP1,1.618268194139091,False,False,True,False,0.5431429665652132,False,False,False,False,1.075125227573878,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.618268194139091,0.5431429665652132
ITGA5,1.7893396778316522,False,False,True,False,0.366762553700358,False,False,False,False,1.422577124131294,False,False,True,False,False,,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.7893396778316522,0.366762553700358
ITGB1,2.3622942090126777,False,False,True,False,-0.1093593546622528,False,False,False,False,2.4716535636749306,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.3622942090126777,-0.1093593546622528
JCHAIN,-4.345299725240974,True,True,False,False,-3.721038446585197,True,True,False,False,-0.62426127865578,False,True,False,False,False,,False,False,True,True,False,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,diag-down-left,False,-3.083836871391504,-3.0660664159632005
JUP,0.957487070501326,False,False,True,False,0.827670550046598,False,False,True,False,0.1298165204547281,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.957487070501326,0.827670550046598
KANK2,0.0708661366013956,False,False,False,False,-0.249631777426778,False,False,False,False,0.3204979140281736,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0708661366013956,-0.249631777426778
KAT6A,4.1117475632369285,False,False,True,False,1.9166507608145444,False,False,False,False,2.195096802422384,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,4.1117475632369285,1.9166507608145444
KAT7,2.1766715103822705,False,False,True,False,1.968888756604855,False,False,True,False,0.2077827537774155,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.1766715103822705,1.968888756604855
KDM2A,2.8065119778969176,False,False,True,False,0.6240028426002233,False,False,False,False,2.1825091352966943,False,False,True,False,False,Neither,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,2.8065119778969176,0.6240028426002233
KHDRBS1,2.573970766914212,False,False,True,False,1.359908515814574,False,False,True,False,1.2140622510996373,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.573970766914212,1.359908515814574
KHSRP,1.949220507651656,False,False,True,False,0.6706206183454881,False,False,True,False,1.278599889306168,False,False,True,False,False,,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.949220507651656,0.6706206183454881
KIF5B,inf,True,False,False,True,inf,True,True,False,True,0.1508226670053787,False,True,False,False,False,,False,False,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,diag-up-right,False,6.080140960934015,5.912377227773815
KPNA6,1.3173735155489474,False,False,True,False,-0.0875262592147407,False,False,False,False,1.4048997747636882,False,False,True,False,False,,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,1.3173735155489474,-0.0875262592147407
KPNB1,0.777373050353841,False,False,False,False,-0.6460414692669367,False,False,False,False,1.4234145196207777,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.777373050353841,-0.6460414692669367
KTN1,1.902758360972552,False,False,True,False,1.522262221341382,False,False,False,False,0.3804961396311697,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.902758360972552,1.522262221341382
LAMC1,1.741295847578499,False,False,True,False,1.9342957036130064,False,False,True,False,-0.1929998560345076,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.741295847578499,1.9342957036130064
LARP1,2.2083129911586887,True,True,False,False,-inf,True,False,False,True,inf,True,True,False,True,False,,True,False,True,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,2.2083129911586887,-3.1125
LASP1,-0.6451652370390235,False,False,False,False,-0.9344068505625778,False,False,False,False,0.2892416135235542,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.6451652370390235,-0.9344068505625778
LCK,0.7950601649861184,False,False,True,False,-0.3574448028075956,False,False,False,False,1.152504967793714,False,False,True,False,False,,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,0.7950601649861184,-0.3574448028075956
LDHA,1.5343690114652908,False,False,False,False,1.235304167490213,False,False,False,False,0.2990648439750778,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.5343690114652908,1.235304167490213
LEMD2,0.4231888889566804,False,False,False,False,0.5144933594975463,False,False,False,False,-0.0913044705408658,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.4231888889566804,0.5144933594975463
LEMD3,-0.920743199038874,False,False,False,False,-0.5947033976414176,False,False,False,False,-0.3260398013974566,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.920743199038874,-0.5947033976414176
LGALS1,0.7675512125159152,False,False,False,False,0.7127841766656715,False,False,False,False,0.0547670358502436,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.7675512125159152,0.7127841766656715
LGALS3,0.6661101141865409,False,False,False,False,-0.8997546150922879,False,False,False,False,1.5658647292788288,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6661101141865409,-0.8997546150922879
LGALS7,1.1554433657671197,False,False,True,False,1.222553332480782,False,False,True,False,-0.0671099667136623,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.1554433657671197,1.222553332480782
LIMA1,2.9817996099090216,False,False,True,False,1.3289120297634724,False,False,False,False,1.6528875801455492,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.9817996099090216,1.3289120297634724
LIMS1,4.619831845732204,False,False,True,False,2.585774554178641,False,False,True,False,2.0340572915535624,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,4.619831845732204,2.585774554178641
LMAN1,-0.420678685350051,False,False,False,False,-0.8736942391445766,False,False,False,False,0.4530155537945255,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.420678685350051,-0.8736942391445766
LMNA,-0.2901754105339016,False,False,False,False,0.0886150810767745,False,False,False,False,-0.3787904916106761,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.2901754105339016,0.0886150810767745
LMNB1,-0.5210660519381562,False,False,False,False,-0.0158354234879958,False,False,False,False,-0.5052306284501604,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.5210660519381562,-0.0158354234879958
LMNB2,-0.3187085813950219,False,False,False,False,0.1761283530092825,False,False,False,False,-0.4948369344043044,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.3187085813950219,0.1761283530092825
LMO7,2.022790922928788,False,False,True,False,0.9051800817613403,False,False,False,False,1.1176108411674477,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.022790922928788,0.9051800817613403
LOXL2,0.6197901747328167,False,False,False,False,-0.375597041527925,False,False,False,False,0.9953872162607418,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.6197901747328167,-0.375597041527925
LPL,1.6294480189606304,False,False,True,False,-inf,True,False,False,True,inf,True,False,False,True,False,,True,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,v,False,1.6294480189606304,-3.1125
LPP,1.8507110919771077,True,False,False,False,3.8931260590308696,True,False,False,False,-2.0424149670537552,False,False,False,False,False,,True,True,False,True,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,1.8507110919771077,3.8931260590308696
LRRC59,0.5686617188950827,False,False,False,False,0.2441100766562698,False,False,False,False,0.3245516422388128,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.5686617188950827,0.2441100766562698
LSM4,1.4276968302754651,False,False,True,False,0.1531945372231895,False,False,False,False,1.2745022930522758,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.4276968302754651,0.1531945372231895
LTBP1,0.8292598866757359,False,True,False,False,1.5285419933094886,False,False,False,False,-0.6992821066337527,False,True,False,False,False,,True,True,True,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,o,True,0.8292598866757359,1.5285419933094886
LTF,0.0111408528770375,False,False,False,False,-1.0081675246882718,False,False,False,False,1.0193083775653091,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.0111408528770375,-1.0081675246882718
LUC7L2,2.078365066939945,False,False,True,False,0.6207286495509159,False,False,False,False,1.457636417389029,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,2.078365066939945,0.6207286495509159
LUC7L3,0.2279224248134177,False,False,False,False,1.4459255521359855,False,False,True,False,-1.218003127322568,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.2279224248134177,1.4459255521359855
LUZP1,inf,True,False,False,True,inf,True,False,False,True,-1.222836279386282,False,False,False,False,False,,False,False,False,True,True,True,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,4,diag-up-right,False,6.0337730447446996,6.022725927792717
LYAR,0.9841071399863708,False,False,True,False,1.444279168208677,False,False,True,False,-0.4601720282223063,False,False,False,False,False,Neither,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,0.9841071399863708,1.444279168208677
LYZ,-0.12920861321669,False,False,False,False,-0.844176552370115,False,False,False,False,0.7149679391534249,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,-0.12920861321669,-0.844176552370115
MACF1,0.5400042290405835,False,False,False,False,-4.131095617806082,False,True,True,False,4.671099846846666,False,True,True,False,False,,True,False,True,False,False,True,,True,#bdbdbd,black,3,0.8,#525252,0.35,4,v,False,0.5400042290405835,-3.1125
MACROH2A1,-0.5026464136235802,False,False,True,False,-0.103634569464603,False,False,False,False,-0.3990118441589771,False,False,False,False,True,,True,True,False,False,False,False,,False,#5e5e5e,black,2,0.8,#CDCDCD,0.35,8,o,False,-0.5026464136235802,-0.103634569464603
MACROH2A2,0.0417992208070074,False,False,False,False,-0.0352709059490905,False,False,False,False,0.077070126756098,False,False,False,False,True,,True,True,False,False,False,False,,False,#5e5e5e,black,2,0.8,#CDCDCD,0.35,8,o,False,0.0417992208070074,-0.0352709059490905
MAGOH,1.5662394522752727,False,False,True,False,0.4570062148791969,False,False,False,False,1.1092332373960758,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.5662394522752727,0.4570062148791969
MAP4,1.2826762478494125,False,False,True,False,1.3606978131759284,False,False,True,False,-0.0780215653265159,False,False,False,False,False,,True,True,False,False,False,False,,False,#bdbdbd,black,1,0.8,#CDCDCD,0.35,8,o,True,1.2826762478494125,1.3606978131759284
MAP4K4,2.317008562926972,False,False,True,False,-0.0914858049700271,False,False,False,False,2.408494367896999,False,False,True,False,False,,True,True,False,False,False,False,False,False,#bdbdbd,black,2,0.8,#525252,0.35,8,o,True,2.317008562926972,-0.0914858049700271
