Label,normalised_data__H3_1,normalised_data__H3_2,normalised_data__H3_3,normalised_data__H4_1,normalised_data__H4_2,normalised_data__H4_3,normalised_data__H3K4me3_1,normalised_data__H3K4me3_2,normalised_data__H3K4me3_3,normalised_data__H3K4me1_1,normalised_data__H3K4me1_2,normalised_data__H3K4me1_3,comment__comment,H3K4me1vsControl__logFC,H3K4me1vsControl__t,H3K4me1vsControl__P.Value,H3K4me1vsControl__adj.P.Val,H3K4me1vsControl__B,H3K4me1vsControl__significant,H3K4me3vsControl__logFC,H3K4me3vsControl__t,H3K4me3vsControl__P.Value,H3K4me3vsControl__adj.P.Val,H3K4me3vsControl__B,H3K4me3vsControl__significant,H3K4me3vsH3K4me1__logFC,H3K4me3vsH3K4me1__t,H3K4me3vsH3K4me1__P.Value,H3K4me3vsH3K4me1__adj.P.Val,H3K4me3vsH3K4me1__B,H3K4me3vsH3K4me1__significant,coefficient_estimates__ExperimentH4,coefficient_estimates__ExperimentH3,coefficient_estimates__ExperimentH3K4me1,coefficient_estimates__ExperimentH3K4me3,H3K4me1vsControl__logFC_imputed,H3K4me1vsControl__logFC_is_imputed,H3K4me1vsControl__logFC_based_on_single_datapoint,H3K4me3vsControl__logFC_imputed,H3K4me3vsControl__logFC_is_imputed,H3K4me3vsControl__logFC_based_on_single_datapoint,H3K4me3vsH3K4me1__logFC_imputed,H3K4me3vsH3K4me1__logFC_is_imputed,H3K4me3vsH3K4me1__logFC_based_on_single_datapoint
RPS11,24.63566396634468,24.721164223892373,24.532781746590175,24.183855436910797,24.026024105796218,23.979898995344882,24.83260206246606,25.47593170772181,24.871456632297985,25.537007757371804,25.30402620165478,24.848338409096236,,0.8832260435610806,4.165641694859008,0.0018315304279432018,0.010808609145185936,-1.7030318186328186,True,0.7134320550154278,3.3648264071095473,0.006944545395442865,0.017475378413009956,-3.06361613293366,True,-0.16979398854565275,-0.6935263829299774,0.5033930400901347,0.7277672405250468,-6.529606735937753,False,24.063259512683974,24.629869978942413,25.229790789374274,25.05999680082862,0.8832260435610806,False,False,0.7134320550154278,False,False,-0.16979398854565275,False,False
RPS12,22.11702861313272,22.11797929832141,22.07350348021084,21.62441877836241,21.987281874619814,21.50272505259717,22.933600052750858,22.878282109721244,22.70297970992635,22.70923803727561,22.49895874249696,22.427721473001572,,0.6414832347173203,3.828763435303973,0.0031801647967250207,0.015319786501248187,-2.27288442700954,True,0.9344644412587577,5.577454079310307,0.00021476667437480556,0.0015474214230594965,0.5405904740374554,True,0.29298120654143744,1.5144105210696552,0.16013370749004138,0.3899100523095468,-5.664213193294634,False,21.70480856852647,22.102837130554988,22.54530608425805,22.83828729079949,0.6414832347173203,False,False,0.9344644412587577,False,False,0.29298120654143744,False,False
RPS13,24.348295021506445,24.382492816285826,24.43982911050253,24.08594049262782,24.09713522470138,24.025841735268237,25.277191109139554,25.198158760601938,24.735895388808988,24.49856687594508,24.833102081923684,24.607458834715956,,0.41645353071286806,2.410961202740317,0.03606725149386761,0.08610927849533064,-4.715706907131507,False,0.8404926860347892,4.865837621182307,0.0006106804771336106,0.003300023347587396,-0.55226246515927,True,0.42403915532192116,2.1259853415221213,0.05876603388490434,0.21345183382161534,-4.760434214540663,False,24.06963915086582,24.3902056494316,24.646375930861577,25.0704150861835,0.41645353071286806,False,False,0.8404926860347892,False,False,0.42403915532192116,False,False
RPS14,25.248082970925687,25.279599803485205,25.111481174419723,24.779492033585996,24.712494316441134,24.544711498079096,25.85555316723148,26.105463884372455,25.688849942456645,25.805228753703027,25.607394827545555,25.581394067716058,,0.7186955834987465,4.434916034087443,0.00119091392033533,0.008754261975798303,-1.2563872150250042,True,0.9373120318640602,5.783951167224964,0.00016073092783100234,0.0012874308551660979,0.8442466037313263,True,0.2186164483653137,1.168298695894815,0.26914334070789186,0.5181342997018903,-6.090434563377564,False,24.67889928270208,25.213054649610203,25.664672549654888,25.883288998020202,0.7186955834987465,False,False,0.9373120318640602,False,False,0.2186164483653137,False,False
RPS15,21.985197192513997,22.049697230201986,21.84108757454891,21.50886122200152,21.854449118808937,21.48374679039511,22.40406691476649,22.99387725158251,22.7258403074618,23.12686585950457,23.119710269324877,22.89251518664751,,1.2591905837472446,6.844516292668222,3.971339121916968e-05,0.0018923927231894763,2.302713944855551,True,0.9207549698585211,5.004899555393198,0.0004950553024406341,0.0028313575306414367,-0.3331033443916871,True,-0.33843561388872345,-1.5931548277072145,0.14146780734076786,0.358357932716239,-5.557215603833468,False,21.61568571040186,21.958660665754966,23.046363771825657,22.707928157936934,1.2591905837472446,False,False,0.9207549698585211,False,False,-0.33843561388872345,False,False
RPS15A,23.251540754418237,23.38618058500016,23.308413979830252,23.147793657710828,23.275065462632035,22.63267389995842,24.477481206938155,24.782582710719094,23.951881545533965,24.281910006608854,24.025259337524723,23.648684325120165,,0.8183398331596017,3.422773984877736,0.006291834652349553,0.024293497964723295,-2.9720436273977926,True,1.2370370978054197,5.174009898001954,0.0003849606990483858,0.002344985809578227,-0.07021766042317434,True,0.418697264645818,1.5166147887852104,0.15958327259981148,0.3899100523095468,-5.661263763160088,False,23.0185110067671,23.315378439749544,23.985284556417923,24.40398182106374,0.8183398331596017,False,False,1.2370370978054197,False,False,0.418697264645818,False,False
RPS16,23.531798110158892,23.362104313777962,23.048891759798455,23.01902197414978,23.072295887103387,22.56301412397191,24.412326288073018,24.38869706511064,24.037236312528556,23.848465761809344,23.685507947731928,23.62354066218359,,0.6196504290815632,3.203001438583043,0.009161600208109202,0.03225807132098955,-3.35374763609688,True,1.179898860410681,6.098951231066533,0.00010447609201528845,0.0009270878480935595,1.2958000548795408,True,0.5602484313291178,2.5079660883749746,0.030501186260306738,0.14185472340110913,-4.135861465948816,False,22.884777328408365,23.314264727911763,23.719171457241625,24.279419888570743,0.6196504290815632,False,False,1.179898860410681,False,False,0.5602484313291178,False,False
RPS17,19.316781702012406,19.194919020297903,20.798284251914286,20.206290057459178,19.776840147044272,21.01806458537073,21.639478130059157,21.180462437126526,20.01813124829164,21.62743954638411,21.58716829695227,21.28903914104007,,1.4493523674423514,3.1705440310801665,0.009942200219621177,0.03420360051046566,-3.4257838300834753,True,0.8941606444759742,1.9560292982257521,0.07886783560980522,0.12088288258011963,-5.445471222248516,False,-0.5551917229663772,-1.0518006119223937,0.31757080528986525,0.574371888579818,-6.21484690882796,False,20.333731596624734,19.769994991408204,21.501215661458822,20.946023938492445,1.4493523674423514,False,False,0.8941606444759742,False,False,-0.5551917229663772,False,False
RPS18,23.8617626730428,24.167313023997835,23.707400257768334,23.684331295194603,23.559201032391183,23.167081546238663,25.14127219770129,25.566508774902317,25.059207432485046,24.947477180216204,24.847367708638345,24.62442002416641,,1.115239999568086,5.530950051563806,0.00022944075004059883,0.003807938964576749,0.46345515306116614,True,1.5644811635906564,7.7589282807140485,1.3304414918083202e-05,0.000223145454393161,3.454148851921298,True,0.4492411640225704,1.9294857455227763,0.08179589818721882,0.25704502144326835,-5.066958762838485,False,23.47020462460815,23.91215865160299,24.806421637673655,25.255662801696225,1.115239999568086,False,False,1.5644811635906564,False,False,0.4492411640225704,False,False
RPS19,21.469354757773964,21.43009962039951,21.73096402506225,21.698675655586456,21.676468356573007,21.2749989101966,23.717312498289782,23.72080772428634,23.131708770755925,22.562447120498405,22.584169334422633,22.6507848529034,,1.0523735483428425,5.406559816337893,0.0002742202855530194,0.0039026198209751316,0.27670447990030844,True,1.9765161101787179,10.154334071265918,1.1329448367675277e-06,5.480004282750443e-05,6.010118216564024,True,0.9241425618358754,4.111693116201405,0.0019988067387588554,0.03253613191424137,-1.4190162447170644,True,21.550047640785362,21.543472801078586,22.599133769274815,23.52327633111069,1.0523735483428425,False,False,1.9765161101787179,False,False,0.9241425618358754,False,False
RPS2,24.612154237129126,24.76567734532984,24.562017096220863,24.220214974140376,24.225817396866113,23.483991652369113,25.191424726385375,25.47786983185101,25.23347091273829,24.896479991755854,25.171742020366445,24.80929131657982,,0.6475256592248044,3.12296503827803,0.010514209892325375,0.03513556738793605,-3.4929162141398677,True,0.9892763733156542,4.771201701501508,0.0007055664905578611,0.0036267838508553473,-0.7029227253001036,True,0.3417507140908498,1.4274148218004283,0.18321040527757035,0.41720711460876775,-5.778409818638236,False,23.97667467445854,24.646616226226605,24.95917110956738,25.30092182365823,0.6475256592248044,False,False,0.9892763733156542,False,False,0.3417507140908498,False,False
RPS20,22.474343336994842,22.781452047400357,22.639688307671726,22.270028181096457,22.18800827929311,22.24843804019651,23.621656526313235,23.459195931629882,23.050649490431184,22.955326699325504,22.878843112505514,22.64759326829469,,0.39359466126640186,2.2094453212461604,0.050980704104514545,0.10815653174578023,-5.04894643720699,False,0.9435076173492654,5.296384061727607,0.00032171903650250635,0.002086224213627791,0.11750122368669658,True,0.5499129560828635,2.673367369183271,0.02289998309215676,0.12550805897994544,-3.857566137781966,False,22.235491500195366,22.63182789735564,22.827254360041906,23.37716731612477,0.39359466126640186,False,False,0.9435076173492654,False,False,0.5499129560828635,False,False
RPS23,24.611808274803316,24.642154423273418,24.31359443320271,23.917116431712877,23.674779077421423,23.78238753297955,24.63732156284893,24.77640628464965,24.285697369803604,25.0501402432768,24.647676208929838,24.677242462507873,,0.6347129426726141,3.436750313282429,0.006144088240989662,0.02412083873099364,-2.9478179449645525,True,0.40950171020184456,2.217309646940342,0.05030042243272632,0.08281885959138337,-5.026820856579786,False,-0.22521123247076957,-1.0560665954600703,0.3151949689525082,0.5724305324571378,-6.210937088281895,False,23.791427680704626,24.522519043759818,24.791686304904836,24.566475072434066,0.6347129426726141,False,False,0.40950171020184456,False,False,-0.22521123247076957,False,False
RPS24,23.25407423375326,23.120462420039672,23.26364966149409,22.655792315702264,22.614195433859873,22.982302737462334,23.619296844149442,23.017692008379484,23.416767832334006,23.70596533731976,23.83321246910505,23.8120785012738,,0.8020059688476167,4.449457172158157,0.0011638789341481214,0.008708308453715409,-1.2325155755060448,True,0.36950609456906136,2.0499866665566477,0.06683147608838735,0.10550362236425194,-5.296004233513544,False,-0.4324998742785553,-2.0780024134823982,0.06374308987095802,0.2234448713291549,-4.836404744105616,False,22.750763495674832,23.212728771762343,23.783752102566204,23.35125222828765,0.8020059688476167,False,False,0.36950609456906136,False,False,-0.4324998742785553,False,False
RPS25,24.609223309158057,24.67017394653886,24.39331757515461,24.553772744965265,24.69868683105122,24.343164564083523,26.003305013952275,25.875503020106173,25.494224446566363,25.130149657570215,25.102050673750874,24.910322359055666,,0.5027844016336616,2.8227446330118138,0.01767240840053855,0.05106716634362519,-4.0136356162449385,False,1.2462876650496781,6.9969390583263396,3.287066590620066e-05,0.0003958567336989594,2.507879427918935,True,0.7435032634160166,3.614958412657765,0.004545426122728199,0.04994286952347609,-2.2501506450209474,True,24.531874713366676,24.55757161028384,25.04750756345892,25.79101082687494,0.5027844016336616,False,False,1.2462876650496781,False,False,0.7435032634160166,False,False
RPS26,25.181140231490655,25.047024393520374,24.748429031301853,24.49537387903103,24.545637273510067,23.992605672147242,24.93177114594277,25.321211721011387,25.320091711724796,25.856549608953685,25.420056558846014,25.287023383445053,,0.8528414369147193,3.9853263679170237,0.002456490131724339,0.012946784467830165,-2.0066538345149247,True,0.5226564460594467,2.442372550960844,0.03416369627165935,0.06088794071249224,-4.653765263589088,False,-0.33018499085527253,-1.3362372023502163,0.21038004998020554,0.4499368952131403,-5.8932307470199525,False,24.344538941562778,24.99219788543763,25.521209850414923,25.19102485955965,0.8528414369147193,False,False,0.5226564460594467,False,False,-0.33018499085527253,False,False
RPS27,21.831974120082982,18.992278219045815,21.952888169145428,21.366773507466647,21.21668679172593,19.95349708551643,22.00764704744051,21.656846843547786,22.12661818252683,22.766338238359324,22.370287678495345,22.129004492052605,,1.5361938208052166,2.5149311100929808,0.03058841653652825,0.07549211240904133,-4.547520421061554,False,1.0446877090078353,1.7102774299264034,0.117912782725952,0.16677932187580125,-5.813667149577343,False,-0.49150611179738135,-0.6968505282728945,0.5017269405675328,0.7265535103111389,-6.52684707668033,False,20.845652461569674,20.92571350275808,22.421876802969095,21.930370691171714,1.5361938208052166,False,False,1.0446877090078353,False,False,-0.49150611179738135,False,False
RPS28,20.646466795024555,20.03465901381346,20.196646451945465,19.74567573929447,19.85206846116469,17.745459878456387,21.063819571920913,20.96716692246413,17.93293464122496,21.089550853536082,20.916091852509382,21.046191751716826,,1.3137820959709252,1.8881572172870593,0.08824092632809677,0.1628764234866632,-5.558925400913241,False,0.28447765525349666,0.40884903179231397,0.6912433320229804,0.7499589818473262,-7.125820879259632,False,-1.0293044407174285,-1.281118468664712,0.2289787012794122,0.4769485270725197,-5.9597612344841995,False,19.11440135963852,20.292590753594492,21.017278152587433,19.987973711870005,1.3137820959709252,False,False,0.28447765525349666,False,False,-1.0293044407174285,False,False
RPS3,24.39500515090958,24.748809679748987,24.453813081881314,24.295631458201356,24.271118748902392,24.217692849228534,25.23717438774717,25.29592474283218,25.153283987914953,25.199285778738613,25.334591558827846,24.623465520564633,,0.6554357912316711,3.436400670406824,0.006147740415721707,0.02412083873099364,-2.9484238960070623,True,0.8317825446860745,4.3609734659449035,0.0013390201562232895,0.005335794190430813,-1.3696464208491568,True,0.17634675345440343,0.800703528583972,0.44146889682127544,0.6819879794479808,-6.447382196890103,False,24.261481018777427,24.532542637513306,25.052447619377038,25.22879437283144,0.6554357912316711,False,False,0.8317825446860745,False,False,0.17634675345440343,False,False
RPS3A,25.507592994981326,25.294237411170705,25.274820252133797,24.790943782024122,24.514555267827543,24.66550603491011,25.765526798407414,26.047742602197378,25.824816963028294,26.401197359340102,26.13705127879198,26.03899763430494,,1.1844728003044018,7.157778674539631,2.70062799163836e-05,0.001414453910620591,2.706846084206111,True,0.8714194973697573,5.265995042898677,0.000336313821053548,0.0021266569092263134,0.07108334198139321,True,-0.3130533029346445,-1.63833268346465,0.1316488302012149,0.34784942781448014,-5.494365983916926,False,24.6570016949206,25.358883552761945,26.192415424145675,25.87936212121103,1.1844728003044018,False,False,0.8714194973697573,False,False,-0.3130533029346445,False,False
RPS4X,24.913482412691053,25.172347002397665,24.81485196000438,24.45063968705331,24.37008032129937,24.302974883920896,25.227946429039093,25.142555797940958,25.397564713911024,25.595935798354233,25.615761481648086,25.331002224404468,,0.8435037902411544,5.203962836386142,0.00036834398184690394,0.004607048608771724,-0.032173698556554164,True,0.585292935735918,3.610941315507622,0.0045762506845749345,0.01290227199697883,-2.6378282655647753,True,-0.2582108545052364,-1.37959710585612,0.19706442120055853,0.4319691427313989,-5.839271269549697,False,24.3745649640912,24.966893791697693,25.5142331681356,25.256022313630364,0.8435037902411544,False,False,0.585292935735918,False,False,-0.2582108545052364,False,False
RPS5,23.81678680716658,23.83105914367905,23.647489723013397,23.394207133311617,23.37763502981323,23.39744012906801,24.175541322826756,24.449585548572283,24.47436622339567,25.15837841771515,24.57429604996424,24.458998254981296,,1.153121246544913,6.100195374161009,0.0001043012738450558,0.0029134822494052254,1.2899958917588012,True,0.7890613705895895,4.174260544779825,0.0018061985111351502,0.006479256786752901,-1.6799878984777745,True,-0.3640598759553235,-1.6679084882773538,0.12555418305808919,0.3406238484816679,-5.452671207613047,False,23.389760764064288,23.76511189128635,24.73055757422023,24.366497698264908,1.153121246544913,False,False,0.7890613705895895,False,False,-0.3640598759553235,False,False
RPS6,25.336692234961852,25.29719903363374,25.40356587527959,24.72493191233778,24.811584411284898,24.938961924381097,25.456866038797166,25.54599177716213,25.316971294828097,26.082368938303375,25.981083546504323,25.88006998343768,,0.895684924101964,6.0367114988372395,0.00011363625154937282,0.002975849337449201,1.2000881802132195,True,0.3544538049493049,2.38893756338417,0.03746343135467878,0.06498286549793048,-4.743292748599384,False,-0.5412311191526591,-3.1590648953650953,0.00988053564264849,0.07754456098114305,-3.0283057750272047,False,24.825159416001267,25.345819047958397,25.981174156081796,25.439943036929137,0.895684924101964,False,False,0.3544538049493049,False,False,-0.5412311191526591,False,False
RPS7,23.63097902288703,23.874674862529112,23.877801638239763,23.600544159975286,23.204053114861935,23.513297710155825,24.199391088565093,24.388509343917196,24.345419452842982,24.40288920868271,24.784002564335623,24.291580439845614,,0.8759323195131614,4.899686737076765,0.0005801148666612861,0.006324826931781644,-0.5069351048251791,True,0.6942148770002667,3.8832171730004035,0.002906047700277193,0.009187571357631966,-2.1712880599464626,True,-0.18171744251289468,-0.8802884646638234,0.39887387147381126,0.6542886908949168,-6.379628451359469,False,23.43929832833102,23.79448517455197,24.492824070954654,24.31110662844176,0.8759323195131614,False,False,0.6942148770002667,False,False,-0.18171744251289468,False,False
RPS8,25.349991115721597,25.38293788382137,25.42698950410377,24.872849858938636,24.876055164327212,24.797248639807258,25.922476133138687,25.638403387921734,25.38253064567195,25.729535645425656,25.7079555462608,25.72032457443272,,0.6015932275864202,3.7473934805746443,0.0036410481177381387,0.017141563610475058,-2.4120997929736054,True,0.5301246944574842,3.3022077590064365,0.007728625955086792,0.01878733883439639,-3.1723355676167238,True,-0.07146853312893597,-0.385542144280174,0.7077169682550215,0.8519674203102507,-6.704279575077862,False,24.84871788769104,25.386639501215583,25.71927192203973,25.647803388910795,0.6015932275864202,False,False,0.5301246944574842,False,False,-0.07146853312893597,False,False
RPS9,24.476398874281276,24.4988679689844,24.481118028936844,24.07326328804818,24.157949033744966,24.042781559762275,25.187824810058732,24.967892235217438,24.626583088687404,24.77413793279905,24.681006362239224,24.707721471758088,,0.4325587966391353,2.647632500019752,0.023945321661197505,0.06310119356001104,-4.314745254342421,False,0.6390369190282001,3.9114564971916637,0.002773716102914888,0.008920638130171984,-2.1232523869053983,True,0.20647812238906482,1.0945036874632679,0.29878839866899226,0.5505974893711618,-6.170741950971373,False,24.091331293851812,24.48546162406751,24.720955255598795,24.92743337798786,0.4325587966391353,False,False,0.6390369190282001,False,False,0.20647812238906482,False,False
RPSA,22.149373828815307,22.44194846960645,22.310490328194735,21.832301980350422,21.816341747967897,21.53209785109204,22.957305484732206,23.334782266370517,23.030726596724477,22.764555790613237,22.888663637762498,22.608477718167467,,0.7401400145099295,4.345285595680831,0.0013728701592632705,0.009219240626205686,-1.4041036013276411,True,1.0938457482712636,6.421855433673593,6.811618619139682e-05,0.0006676970344110177,1.7442626364314204,True,0.3537057337613341,1.7983622324342672,0.10159296651875993,0.2927875985901311,-5.263906152234285,False,21.726913859803453,22.300604208872166,22.75389904884774,23.107604782609073,0.7401400145099295,False,False,1.0938457482712636,False,False,0.3537057337613341,False,False
XRN2,18.449840894014066,19.948601356964637,19.11165020117842,17.551179275703788,18.47578498509017,18.08928234096789,19.95039204218915,20.1104095367718,19.48277359756377,19.78223271783319,19.60132511150075,19.059654946497567,,0.8766810829573402,2.53793220928419,0.029404450744151347,0.07333610036785365,-4.508798274087113,False,1.243468549855077,3.599757021405547,0.00482656465301965,0.013343193381568317,-2.6798479089961846,True,0.3667874668977369,0.9195672616657335,0.3793828898857443,0.6333409469977691,-6.343681904442112,False,18.03874886725395,19.17003081738571,19.481070925277173,19.84785839217491,0.8766810829573402,False,False,1.243468549855077,False,False,0.3667874668977369,False,False
HSPD1,17.149868368546603,17.211766229604407,18.469889947913718,16.513187496512153,16.096458579029584,16.446755646913182,17.383256548808728,18.56720097524271,18.82495094957693,,18.447040957138583,17.585104735312356,,1.0347518014721935,2.1621599770397575,0.058761065523096165,0.11980966644368513,-5.008687603289454,False,1.2771484464561844,3.0815014795442766,0.013056884262895953,0.027586349457697466,-3.6404743860502338,True,0.24239664498399094,0.4530261075615872,0.6612187974716865,0.8303018899680179,-6.563314915481079,False,16.352133907484973,17.61050818202158,18.01607284622547,18.25846949120946,1.0347518014721935,False,False,1.2771484464561844,False,False,0.24239664498399094,False,False
RPLP0,20.945908716568805,21.183122887418342,21.177406596671606,20.54897806535306,21.045072063625778,20.804505872028862,22.42394250624859,22.40134450331705,21.748601749963377,22.382824442388483,22.073396450911716,22.10155664613743,,1.2350934795348039,5.935160283894448,0.00013048484525107366,0.003024079998904956,1.0550899352941894,True,1.2404638862319324,5.960967419196598,0.0001259631719071622,0.0010618695391773774,1.0997249234854127,True,0.005370406697128516,0.0223496347705641,0.9825982018005452,0.9927630107846888,-6.783972369323273,False,20.79951866700257,21.102146066886252,22.185925846479215,22.191296253176343,1.2350934795348039,False,False,1.2404638862319324,False,False,0.005370406697128516,False,False
RPLP2,17.4618333721339,,18.392022199962742,17.443822451950304,17.44954134412622,17.799742303920354,19.551459189284515,19.634200042934484,18.825085427904902,,,,logFC(H3K4me1vsControl) estimation failed and was imputed; logFC(H3K4me3vsH3K4me1) estimation failed and was imputed,,,,,,False,1.5912666436843281,5.12751266940143,0.0012995561332999792,0.005292395267497018,-0.9913295710966521,True,,,,,,False,17.564368699998965,17.926927786048324,,19.336914886707973,-inf,True,False,1.5912666436843281,False,False,inf,True,False
RPL10,24.381960325333353,24.439236507314952,23.879826970033275,23.71963875256506,23.766833506065716,23.915126250525567,24.288939977172678,24.663183771585164,24.38979614708394,25.359594013657542,25.0924823546248,24.914785875111164,,1.1051836958248487,5.737058763754508,0.00017157563053460734,0.0032677358724545673,0.7680359682908078,True,0.43020291330760685,2.2332028632960172,0.04895220466712205,0.0807567681690487,-5.0008532070691345,False,-0.6749807825172418,-3.034428220997052,0.012249510658564623,0.08613855895102643,-3.2418904547286043,False,23.80053283638545,24.233674600893863,25.122287414464505,24.447306631947264,1.1051836958248487,False,False,0.43020291330760685,False,False,-0.6749807825172418,False,False
RPL10A,24.432914214375344,24.42497864565064,24.51560380986638,23.762012394692157,23.903221216451588,23.61155349206146,25.481424014233603,25.58706694169593,25.1001343713601,25.20306174591292,25.295357687024797,24.905480049216816,,1.0262525318685896,5.821583125244707,0.0001525593370367412,0.0031444459590162887,0.8911947132656408,True,1.2811611469136217,7.26759338660178,2.3656986088088268e-05,0.0003068129118808986,2.8522776277401807,True,0.25490861504503215,1.2522816204682015,0.23828860659887607,0.4859852296746642,-5.994233499473871,False,23.75892903440174,24.457832223297455,25.134633160718185,25.389541775763217,1.0262525318685896,False,False,1.2811611469136217,False,False,0.25490861504503215,False,False
RPL11,23.094101367135153,23.09047589854014,23.38653755560858,22.946883588165143,23.01518332679161,22.88986753528225,24.543684276439656,24.317780763636087,23.91828396725057,23.723835384355347,23.874363132401278,24.024050616091774,,0.8035748323623224,4.391241477300358,0.0012761722062746776,0.009140447084257947,-1.328243091249961,True,1.1894081238549603,6.4996787810732775,6.15695026817216e-05,0.0006407788982801396,1.850198105813659,True,0.3858332914926379,1.8259602673541155,0.09709173652531049,0.2865332128381892,-5.223020728790578,False,22.950644816746337,23.19037160709463,23.874083044282806,24.259916335775443,0.8035748323623224,False,False,1.1894081238549603,False,False,0.3858332914926379,False,False
RPL12,22.156587282921933,22.00457651380244,22.055520820392317,21.659999108150856,21.918342128817887,21.46498787779519,22.757647781238532,22.93405914090377,22.479808608706968,22.73878227332883,22.72765637286053,22.43884254143702,,0.7584247738953565,4.248285216901682,0.0016032124104639173,0.009851312391428337,-1.5650504705387593,True,0.8471695549696534,4.74538546268971,0.0007340826839168735,0.0036620419104224674,-0.7442324981202804,True,0.08874478107429695,0.4305014410799213,0.67574331124935,0.8389525008307609,-6.68472071748535,False,21.681109704921315,22.072228205705564,22.635093729208798,22.723838510283095,0.7584247738953565,False,False,0.8471695549696534,False,False,0.08874478107429695,False,False
RPL13,24.98230799813617,24.90892194631349,25.00610075130779,24.642757650515236,24.426009058511006,24.447106585981288,25.161489895567296,25.469342357176775,25.225515394901652,25.710288032269546,25.599511464425014,25.56211407650071,,0.8884371926042611,5.845367106464129,0.0001476252661495013,0.0031444459590162887,0.9256669783962561,True,0.5499152174210806,3.6181019322646453,0.004521454988170309,0.012833624764402593,-2.6254889797111725,True,-0.3385219751831805,-1.9288682218211253,0.08188009784313441,0.25704502144326835,-5.067901660982387,False,24.505291098335846,24.965776898585823,25.623971191065095,25.285449215881915,0.8884371926042611,False,False,0.5499152174210806,False,False,-0.3385219751831805,False,False
RPL13A,25.291827776898614,24.97160228346454,25.43685558873649,25.523996100488596,25.23148068488924,26.40429494961542,24.965353775853533,24.94507952127809,24.47297300413451,25.00054975409593,25.379087038984522,25.25558448187709,,-0.26493580569630026,-0.9914886352303265,0.3442782071554671,0.45199670370240297,-6.713698714255735,False,-0.6822074635934428,-2.553074867492895,0.028210884664186524,0.05136452650520354,-4.466747120491966,False,-0.4172716578971425,-1.352373347339411,0.20534082835215753,0.441307061421874,-5.873288775533985,False,25.719923911664424,25.233428549699887,25.211740424985855,24.794468767088713,-0.26493580569630026,False,False,-0.6822074635934428,False,False,-0.4172716578971425,False,False
RPL14,25.63318794476308,25.79139183266112,25.49044485014165,25.10142163387846,24.91647373916559,24.566230986611046,25.52301435056293,25.839955398760193,25.92792087201123,26.66045626394017,26.389288953150185,26.169923537773073,,1.1566977537509828,5.930668531087329,0.00013128948855807942,0.003024079998904956,1.048642868819588,True,0.5137717092412935,2.6342315425782843,0.024508329163553375,0.04632403920375672,-4.32847173335969,True,-0.6429260445096894,-2.8547981740235038,0.016716990229296368,0.10263066041166079,-3.5491228534254655,False,24.861375453218372,25.638341542521953,26.406556251621147,25.763630207111458,1.1566977537509828,False,False,0.5137717092412935,False,False,-0.6429260445096894,False,False
RPL15,27.102616549597414,27.60830997480229,27.126044406207342,26.977861568988708,26.957486484138634,26.97166124344315,28.521248863515297,28.108448752253636,27.865012925613076,27.13424181418157,27.463312134207754,27.374298392460926,,0.19995407575382274,1.0019333188419874,0.33944345518261076,0.45079812273063047,-6.703342686583244,False,1.0409068092644134,5.215793727033236,0.00036199281461364986,0.0022604440201430135,-0.005883874345484763,True,0.8409527335105906,3.6493101614950856,0.004290466281847765,0.048978180022651766,-2.191966662703285,True,26.96900309885684,27.278990310202357,27.323950780283422,28.164903513794012,0.19995407575382274,False,False,1.0409068092644134,False,False,0.8409527335105906,False,False
RPL17,25.635281293925264,25.44564394574565,25.52204247768515,25.16715432595126,24.87778905827401,24.511127660766114,25.98847071351533,26.42878862360026,25.909524584074553,26.24795134069518,26.268686957866585,26.202503670439373,,1.0465408626091417,5.405179312701409,0.0002747667893049317,0.0039026198209751316,0.2746195162621543,True,0.9157548466721437,4.7296950645557,0.0007520090244203321,0.003707272558984444,-0.769383147607412,True,-0.130786015936998,-0.5849865187504161,0.5712100423181505,0.7823206327279718,-6.601867083932446,False,24.8520236816638,25.534322572452027,26.239713989667052,26.108927973730054,1.0465408626091417,False,False,0.9157548466721437,False,False,-0.130786015936998,False,False
RPL18,25.52990299692936,25.00004101247802,25.15855439215588,24.735937572765224,24.932071497470332,24.912621891631282,25.00541597966466,25.105187256356157,25.53085120471298,26.358374015556706,25.973481513024765,26.04715023374347,,1.0814803602032974,5.524024292204287,0.0002317163375381558,0.003807938964576749,0.45311531034874,True,0.16896325300625037,0.8630365824867434,0.407858748873164,0.4709930483562702,-6.824067174927034,False,-0.912517107197047,-4.036533763342441,0.0022590354146504172,0.034006809703062656,-1.5431842218174108,True,24.860210320622286,25.229499467187757,26.12633525410832,25.213818146911272,1.0814803602032974,False,False,0.16896325300625037,False,False,-0.912517107197047,False,False
RPL18A,23.823319246353424,23.624467244411996,23.679874027821924,23.21994754061145,22.8314869888414,22.790970728598346,23.82941457555364,24.054052707047482,23.507478297678947,24.507738523643113,24.409140109933816,24.427135271812993,,1.1196603390235502,6.216835207461599,8.922850234445807e-05,0.002855078897460892,1.453715280691224,True,0.4686375639869311,2.602077081585107,0.02591344394544763,0.0481662664161007,-4.383353204167946,True,-0.6510227750366191,-3.1304723655452693,0.010379101508966072,0.07889915073998488,-3.07730841399809,False,22.947468419350404,23.709220172862455,24.44800463512998,23.79698186009336,1.1196603390235502,False,False,0.4686375639869311,False,False,-0.6510227750366191,False,False
