Label,H3K9me3_45bp__1,H3K9me3_50bp__1,H3K9me3_55bp__1,H3K27me3_35bp__1,H3K27me3_40bp__1,H3K27me3_45bp__1,H3K27me3_50bp__1,H3K27me3_55bp__1,H3unmod_35bp_1,H3unmod_40bp_1,H3unmod_45bp_1,H3unmod_50bp__1,H3unmod_55bp_1,H3K9me3_35bp_1,H3K9me3_40bp_1,H3K9me3_45bp__2,H3K9me3_50bp__2,H3K9me3_55bp__2,H3K27me3_35bp__2,H3K27me3_40bp__2,H3K27me3_45bp__2,H3K27me3_50bp__2,H3K27me3_55bp__2,H3unmod_35bp_2,H3unmod_40bp_2,H3unmod_45bp_2,H3unmod_50bp__2,H3unmod_55bp_2,H3K9me3_35bp_2,H3K9me3_40bp_2,H3K9me3_45bp__3,H3K9me3_50bp__3,H3K9me3_55bp__3,H3K27me3_35bp__3,H3K27me3_40bp__3,H3K27me3_45bp__3,H3K27me3_50bp__3,H3K27me3_55bp__3,H3unmod_35bp_3,H3unmod_40bp_3,H3unmod_45bp_3,H3unmod_50bp__3,H3unmod_55bp_3,H3K9me3_35bp_3,H3K9me3_40bp_3
THRAP3,1085778197.25,795171927.166667,660497087.916667,511523483.0,563955236.0,822675996.0,949635924.0,735877988.333333,860027634.666667,623819019.583333,776742488.5,725029399.75,990904670.666667,617174112.666667,599224703.416667,649119204.583333,1193950733.33333,726873847.0,61906611.9947917,632606185.333333,606807105.333333,1082786358.75,780037523.0,620417699.5,398027777.25,552301488.291667,1250786007.16667,723414320.0,660367450.0,202132215.666667,573553900.0,622571752.666667,628834390.833333,340014522.0,593466155.791667,871323558.666667,634170160.0,588608997.0,587609946.666667,564762614.0,464223798.666667,479971626.0,548883073.583333,588070730.0,631513147.0
LUZP1,548742267.0,311960731.666667,254492721.666667,218019059.333333,345170121.0,430971643.333333,369365732.333333,326244790.583333,847202923.0,442062608.666667,542854618.0,618437468.666667,818233899.333333,394348257.333333,335049056.0,341640169.666667,766868173.0,297622194.666667,42787017.8333333,300149865.333333,252506063.666667,466709960.666667,280478645.666667,295379606.0,201635696.5,487765570.083333,866087754.0,413784165.333333,323662794.0,216362852.333333,345754831.333333,480790045.333333,471025758.666667,507794811.166667,551715846.666667,649792223.333333,328455402.0,472150475.0,502568690.833333,290262627.666667,440427869.0,425299116.083333,276189829.916667,267605703.0,623718067.5
AFAP1,2275431946.66667,1428192592.66667,1214772231.83333,985212455.166667,1443369120.0,1764250506.66667,1658204945.33333,1503691647.0,2010862883.16667,1748849365.33333,1678543424.0,1853566004.75,2005207765.33333,1486241888.0,1489939392.0,1331736341.33333,2515437642.66667,1080382021.33333,187219717.333333,1439330174.0,1043419381.33333,2142213631.16667,1122700554.66667,1283113845.33333,827512229.333333,1159271298.41667,2142472467.0,1241310344.83333,1252579093.33333,499552680.0,1307422474.66667,1170684181.33333,1287695936.0,1038258672.0,1380247541.33333,1668673126.83333,1293933152.0,1164635760.0,1168228442.375,1141520533.33333,967264266.666667,1061988752.0,1036980848.0,1157889397.33333,1394285173.33333
RANBP2,343409972.0,259920629.333333,189137552.0,207059632.0,278761157.333333,281134208.0,298391474.666667,273927434.666667,344542172.0,326192612.0,313058614.666667,303590909.333333,314730872.0,254321065.333333,248171328.0,263713197.333333,441295610.666667,184456154.666667,13021687.3333333,244191946.666667,215300573.416667,409857874.75,224555106.666667,260436701.333333,176241541.333333,241456674.666667,432624832.0,229410242.666667,245314949.333333,126222546.666667,270521208.0,244218998.666667,234340782.666667,228196560.0,294888516.0,306867253.333333,273249608.0,240019858.666667,231402042.666667,265198618.666667,212247496.0,222184004.0,205485682.666667,225482864.0,297647797.333333
ACIN1,163769762.0,122314446.0,111405588.0,91682986.0,111230202.0,145139558.0,144270073.0,129488316.0,147718886.0,134251259.0,135525403.0,140641670.0,158024294.0,117731090.0,113746857.0,116883049.0,198388940.0,117481407.0,12041773.0,99459597.0,111183176.0,183790260.0,153455432.0,105215472.0,63095776.0,97509392.0,176191676.0,119875266.0,113828225.0,41821728.75,117580499.0,110430819.0,128102966.0,70140936.0,108671703.0,140226220.0,127208274.0,127283782.0,105116874.0,105960976.0,91256339.0,103389392.0,116522986.0,102694217.0,122335291.0
CLTC,435879801.333333,322508198.666667,257246274.666667,211646692.666667,340233685.333333,404695215.333333,429388954.666667,306631080.666667,484497518.666667,426142344.0,386243222.666667,395526869.333333,483814517.333333,355595924.666667,283293664.666667,320787472.666667,482226260.0,296759294.666667,23477254.9166667,283268573.333333,254570703.333333,447661930.666667,286328920.333333,341457308.666667,198621896.666667,302033450.666667,524144912.0,353641207.333333,324279637.333333,159956937.0,341161536.666667,336702902.666667,366636806.0,226164803.333333,336790219.333333,388900556.0,351149948.0,335019751.0,276550287.666667,319658617.333333,278996759.0,298920049.666667,302225882.666667,292555211.333333,359846142.666667
DBN1,265847669.5,143755916.0,69912321.5,113190374.5,197653222.25,197186025.5,200490182.75,80065746.0,187777088.125,185312449.5,172042914.25,210810261.890625,226079478.75,136259560.875,161937946.25,137650064.125,319053448.0,94412160.375,103590.484375,193917483.5,86786035.0,254947799.0,104869995.5,166331298.75,34224649.25,160396220.0,301606183.0,126834061.375,136946970.5,89491087.0,186587910.875,138566816.5,141332871.25,136790843.25,207216246.25,213933564.0,175662786.554688,138622931.15625,177765705.0,180416960.0,89118569.125,137541632.875,118414990.5,160752562.375,171650053.0
DDB1,1027029158.66667,703644800.333333,690143654.666667,271716117.333333,669690640.0,712397654.666667,623017664.333333,760926840.0,519290002.666667,1048995260.0,807203632.0,734306742.666667,1267507160.0,375056424.0,913389148.0,726774062.666667,1100631303.125,729272709.333333,58357099.875,653855366.666667,537691648.666667,830140653.333333,816735291.333333,358795773.333333,427205338.25,619519306.0,1004625428.0,799802993.166667,402071248.0,376326854.5,700659370.0,632662997.333333,805689089.333333,215970763.333333,646207335.333333,819425264.0,508540670.666667,784666314.333333,397334840.666667,766898318.666667,648059967.0,551899343.0,742347833.333333,299747954.0,997358774.25
MYL12B,3373875331.41667,2236355515.03646,1913499537.88021,1413619493.11979,2127638388.15104,2701584894.44661,2635813348.3151,2418042195.15365,2714652567.72917,2241970842.06771,2211481974.73828,2643539975.64583,2814907348.69466,1886532982.53385,1928946367.8125,1914948829.47656,3926957801.22917,1630414571.39063,43315298.40625,2246269573.04167,1572191707.33854,3216014545.89323,1217282288.16797,1922131069.53255,1326730603.6888,1654200051.33464,3640679405.45833,1774488531.83594,1626602426.17839,665936959.859375,1778640854.96745,1637636163.80729,1749147983.125,1442562638.14063,1929500019.64844,2664766538.41081,1671445089.01823,1247134777.625,1760324313.40104,1834093157.81771,1204032958.17839,1212272255.94401,1181069155.08333,1607904676.74479,1921708934.86719
KRT2,969686626.666667,689482060.416667,574477591.958333,1237205460.16667,581234216.833333,801617002.833333,611186608.5,608519717.166667,1006365433.33333,820325751.666667,709354613.166667,765932714.916667,1235015033.83333,745050114.416667,758205956.333333,815344586.583333,1224307717.33333,453270463.458333,491669138.041667,699556098.666667,565048825.5,896987586.75,662661943.729167,700532130.833333,427944310.3125,634892394.583333,1139583043.33333,683310898.666667,678123834.604167,357464668.270833,611330579.333333,607417436.416667,536103170.125,520604781.208333,585102196.125,793109545.208333,733120278.166667,665913189.666667,1063679424.0,1198797300.33333,824592156.583333,531409393.791667,556303028.583333,484607687.604167,679259896.166667
TUBB,528775846.666667,432930624.0,347376613.333333,321508752.0,358035182.666667,434039822.666667,421542042.666667,394170898.666667,419253264.0,363402616.0,390939165.333333,450174738.666667,447629562.583333,306756676.0,384931333.333333,343933349.333333,699936431.666667,352711045.333333,13604041.6666667,411916401.333333,356787418.666667,606244653.083333,344929498.666667,321211893.333333,277092125.333333,283555974.666667,495040485.0,316279756.0,357797610.666667,137260742.333333,327836657.333333,346904554.666667,322970646.666667,240283129.291667,333008752.0,457079353.333333,303847224.0,276480693.375,337685477.333333,372951650.666667,230160298.0,248465716.583333,268605062.666667,325279172.0,380304153.333333
SIPA1L1,260457138.666667,124760253.333333,74696677.3333333,93100536.0,142588877.333333,176895077.333333,149043048.0,142459306.666667,203806165.333333,173103426.666667,167587280.0,167572624.0,206582213.333333,143278480.0,135762426.666667,131747882.666667,252608720.0,65802525.3333333,13405967.0,136599496.0,98132133.3333333,194064832.0,88777661.3333333,126543832.0,50271398.6666667,115725872.0,150783541.333333,75634269.3333333,75226853.3333333,35235218.6666667,140101856.0,72005932.0,132547581.333333,69755362.6666667,138538562.666667,158123144.0,73049506.6666667,69332230.6666667,128547016.0,77672336.0,104920397.333333,97182997.3333333,64272813.3333333,117690112.0,140294954.666667
HNRNPM,2390626837.0,1110100519.66667,919878053.5,873008758.166667,1270498583.75,1753808322.33333,1313539386.29167,1108885103.33333,2095192373.75,1567223958.83333,1459405564.0,1445276340.0,2139075204.33333,1283810843.0,1307511283.16667,1199627729.5,2579045306.0,896285916.166667,208050356.875,1383411451.16667,818277594.833333,1797260458.83333,849136967.833333,1130317255.91667,550580433.333333,1089480847.83333,2295069592.16667,1051900711.0,1088640311.33333,462625216.708333,1207969714.33333,1028856436.5,977856409.333333,939237893.75,1232337232.75,1691237839.0,1094110080.66667,1012078530.66667,1288312572.33333,1061626088.0,985063144.333333,884823477.5,909961725.583333,1062146620.16667,1323442753.5
MYO1C,2441564138.66667,1273631184.0,1197840609.33333,815722273.333333,1286424908.0,1789125396.0,1569343104.0,1537298876.0,2003942540.0,1595287728.0,1555955481.33333,1589072637.33333,2005473202.66667,1336974487.41667,1426615245.33333,1204389530.66667,2904642245.33333,964484026.666667,154285982.666667,1546775008.0,966371282.666667,2168691410.66667,855120634.666667,1191320293.33333,898422877.333333,994761638.666667,2280980165.33333,1110282280.0,938256321.333333,385939860.666667,1173048420.0,899024513.333333,862331920.0,825805093.333333,1132987406.66667,1672026592.0,1030686504.0,895370406.666667,1210346437.33333,1109781946.66667,887361834.0,835922601.333333,819805975.333333,955632682.666667,1153422080.0
NCL,2577636765.58333,1260973056.0,971002112.0,928424938.666667,1367502122.66667,1800811306.66667,1635133312.0,1337238869.33333,1814144853.33333,1512520862.0,1454645930.66667,1654805376.0,1925017728.0,1329756885.33333,1390832430.66667,1138821739.01042,2334672042.66667,840759482.833333,82083848.0,1502220928.0,868844992.0,2059052800.0,880334378.666667,1132532032.0,716210154.666667,1042487061.33333,1938838229.33333,1005314977.75,1188892385.66667,409152640.0,1191769301.33333,1070054058.66667,1149802282.66667,1141637077.33333,1316423722.66667,1826803754.66667,1223761024.0,1041325781.33333,1239512362.66667,1057113667.33333,846223957.333333,861879616.0,773011093.333333,1089476480.0,1319012650.66667
FLII,184594524.333333,91429807.6666667,87672695.3333333,61238272.3333333,88526607.3333333,108368028.666667,123638653.333333,97724444.0,136255725.666667,123131762.333333,112146570.333333,108346684.166667,122873024.5,101785525.0,97554423.3333333,71785031.1666667,151243266.833333,57537189.6666667,10091446.0416667,77288312.0,53715212.7083333,105200444.0,52503222.875,85118560.6666667,51382166.0,67865112.25,146069723.0,61999935.25,70284461.0833333,24979568.0,74668984.6666667,63682322.9166667,73903768.0,69563199.5,97154448.6666667,99557764.0,64731632.5833333,63291264.3333333,71750182.3333333,76406735.4166667,57686955.5,54895109.3333333,50255521.5,80027115.3333333,88483683.1666667
SMARCA5,755642310.0,666604886.666667,364245477.333333,378880989.333333,512045768.0,594979344.0,725976880.0,438984853.333333,598973674.666667,644137663.583333,626438517.333333,675919114.666667,601548236.333333,460956368.0,570516596.583333,586163504.0,983810538.666667,427178437.333333,96626142.6666667,548090339.1875,467218128.0,878816320.0,582609546.666667,450370018.666667,288646461.333333,483698768.0,839074090.666667,458554336.0,459284170.666667,322356320.0,592766592.0,667200389.333333,456085115.666667,342641013.333333,591216906.666667,600606195.666667,789028511.104167,622071152.0,474030688.0,545358511.333333,587707162.666667,577394517.333333,483587786.666667,434058336.0,658151098.666667
BLM,346988161.0,253888940.0,60122500.3333333,41300794.6666667,103244568.333333,172679576.75,151470664.666667,39079506.6666667,147089098.333333,206754609.666667,251597249.666667,231742149.666667,67792981.3333333,110802063.583333,223707210.0,200226849.0,395095600.666667,46334804.3333333,6896100.16666667,94359329.3333333,121822117.0,197751074.0,23128689.3333333,133853785.166667,100472337.5,199969498.666667,358199826.666667,39011882.6666667,82229089.0,79473955.4166667,209148609.333333,190964614.0,48970902.3333333,24187168.0,77244655.3333333,186526207.166667,111064489.5,21879966.6666667,158341009.75,171441268.333333,195689945.833333,154525919.333333,38544885.8333333,70810734.0,215613325.333333
SSRP1,938798812.875,892036786.25,334437035.041667,850605337.166667,954333499.5,1074290307.5,1313336915.33333,626317685.333333,922146464.333333,848946031.333333,654076861.083333,780545606.0,603345309.583333,480373919.583333,713430897.75,640021703.291667,1576792714.66667,408659339.5,151984410.833333,1441334245.83333,826175532.25,2021754465.5,903811709.25,705785268.875,503536880.041667,624636109.0,1551029005.33333,510215048.333333,686519417.333333,324311036.333333,592435863.666667,746915140.666667,370487402.458333,663914717.25,1097960348.33333,1137149083.34375,1065168860.79167,723661453.666667,846566797.333333,784753430.75,632586415.083333,691132402.333333,422001718.666667,621995612.916667,933645590.0
NAT10,499037169.333333,296852160.333333,221067880.666667,199550791.333333,285340459.333333,361806418.0,342155590.666667,297230614.666667,395226658.666667,327379794.458333,326376721.333333,355001516.0,427857706.666667,305910680.708333,301220441.333333,261515888.666667,564500278.666667,192511887.333333,53415187.3333333,309094115.635417,195999955.333333,443062048.666667,194579387.333333,236755778.0,147944004.0,227121646.0,475385956.0,227055037.333333,232479186.0,88482998.8333333,253943276.666667,212928449.333333,239659436.333333,208631572.666667,284005042.0,342994730.666667,265522202.666667,230721734.333333,250060503.333333,221344502.666667,199737872.0,204939375.666667,173646421.0,212534181.333333,276963450.666667
BCLAF1,126740681.75,110201384.375,99462528.6875,59814184.25,64526087.5,87898736.0,134557778.0,127473479.625,87633687.0,62120164.75,107300230.375,98326755.625,93670286.75,62946934.25,87182444.75,86732515.125,212781215.75,144047145.0,0.0,90221178.5,116377396.75,178876824.5,115147149.25,88696691.5,71729395.625,56837234.375,156368838.5,122261377.375,65447482.625,8744478.75,57060373.75,66885200.125,68818073.5,25855459.0,66499573.25,111060812.25,59091961.625,60320847.0,53906462.25,75506080.25,42909932.0,39627557.0,49846955.5625,52965587.25,46548556.1875
KRT14,530000375.833333,275862993.25,231559104.833333,269850102.166667,262141919.541667,360000357.75,254583040.5,277595885.041667,471372951.666667,321803241.083333,267082305.041667,312704502.166667,464593762.0,308380140.166667,292632447.708333,299292746.833333,480935063.5,214073699.083333,98661879.4583333,324171227.083333,260761128.5,374193115.666667,247650644.25,335258878.75,166868242.833333,299098956.833333,633795805.0,353011735.666667,327918143.833333,122289505.666667,271817552.083333,267688125.833333,247657603.916667,251605701.0,278307143.416667,345438421.833333,326797138.0,262565646.0,384176970.333333,444955264.416667,280300804.833333,201860215.0,224233227.833333,234007446.041667,360411324.0
SRSF1,2732311441.375,1737213659.70833,1303958399.0,1033103110.5,1601937353.33333,2308430649.0,2232690258.33333,1550043029.66667,2522667949.0,2017427470.66667,1923658154.83333,1931429427.75,2683132413.66667,1724620198.83333,1284589245.41667,1844944002.91667,3297659312.66667,1718203224.66667,140237826.71875,1597151443.0,1485267084.33333,3152209019.125,1935907696.83333,1691603514.16667,1000305623.66667,1558429528.0,3260505198.33333,1940881372.22917,1819713105.13542,722406857.5,1640504480.33333,1775337725.25,1944264491.16667,1100117043.125,1733909925.41667,2339190439.5,1887306897.875,1847716219.0,1631532568.33333,1552744400.66667,1371292402.66667,1523294144.33333,1612292481.83333,1509024645.0,1917746084.0
